sparql,ground_truth,generated,template,hub_id,context
SELECT (COUNT(?creatures) as ?n_creatures) WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#lawfulNeutral>.  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#GiantL>},how many beasts with lawful neutral alignment can speak giant language?,are there any lawful neutral creatures that speak Giant language?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT ?ogres  WHERE {   ?ogres <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#CommonL>;  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#lawfulEvil>  FILTER regex(str(?ogres), 'ogre', 'i') }",which ogres with lawful evil alignment can speak common language?,are there any ogres that speak CommonL and have lawful evil alignment?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT ?Alignment  WHERE {  ?spiders <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment FILTER regex(str(?spiders), 'spider', 'i') } GROUP BY ?Alignment ORDER BY DESC(COUNT(?Alignment)) OFFSET 1 LIMIT 1",what is the second most common alignment type for spiders?,is the most common alignment among spiders?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT ?Alignment WHERE {  ?elementals <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment FILTER regex(str(?elementals), 'elemental', 'i') } GROUP BY ?Alignment ORDER BY DESC(COUNT(?Alignment)) LIMIT 1",what alignment type is the most common for elementals?,is the most common alignment of elementals?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT ?Alignment  WHERE {   ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#AuranL>;  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment}  GROUP BY ?Alignment  ORDER BY ASC(COUNT(?Alignment))  LIMIT 1 ,what alignment type is the rarest for creatures speaking auran language?,is the alignment with the most instances of speaking Auran language among creatures?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if((?raven_alignment = ?ghoul_alignment), 'True', 'False') as ?res) WHERE {   <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Raven> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?raven_alignment.  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Ghoul> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?ghoul_alignment  }",do raven and ghoul have the same alignment?,are the alignment of raven and ghoul the same?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT ((?n_chaotic_wolves/?n_wolves)*100 as ?res) WHERE {   {SELECT (COUNT(?wolves) as ?n_wolves) WHERE { ?wolves <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast> FILTER regex(str(?wolves), 'wolf', 'i') }} {SELECT (COUNT(?chaotic_wolves) as ?n_chaotic_wolves) WHERE { ?chaotic_wolves <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> ?Alignment FILTER regex(str(?chaotic_wolves), 'wolf', 'i') FILTER regex(str(?Alignment), 'chaotic', 'i') }} }",what percentage of wolves does have chaotic alignment?,do chaotic wolves make up a certain percentage of all wolves?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT ((?n_aquan_angels/?n_angels)*100 as ?res) WHERE {   {SELECT (COUNT(?angels) as ?n_angels) WHERE { ?angels <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast> FILTER regex(str(?angels), 'angel', 'i') }} {SELECT (COUNT(?aquan_angels) as ?n_aquan_angels) WHERE { ?aquan_angels <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#AquanL> FILTER regex(str(?aquan_angels), 'angel', 'i') }} }",what percentage of angels does speak aquan language?,what percentage of angels speak Aquan language?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT (AVG(?n_languages) as ?res) WHERE { SELECT (COUNT(?language) as ?n_languages) WHERE { ?creatures <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> ?language } GROUP BY ?creatures },what is an average number of languages for creatures?,what is the average number of languages spoken by each creature type?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT (MAX(?values) as ?max_value) WHERE { ?off_attr <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#offValues>; <http://www.w3.org/2000/01/rdf-schema#range> ?data_type. FILTER(?data_type != xsd:boolean) ?creatures ?off_attr ?values },what is the maximum value for the numerical offensive attribute?,what is the maximum value of any non-boolean attribute of creatures?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if(?speed_1 > ?speed_2, 'True', 'False') as ?res) WHERE {<http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Sangudaemon> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpeedValue> ?speed_1. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Eblis> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpeedValue> ?speed_2 }",is Sangudaemon faster than Eblis?,is Sangudaemon faster than Eblis?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (AVG(?speed) as ?res) WHERE { ?spiders <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpeedValue> ?speed FILTER regex(str(?spiders), 'spider', 'i') }",what is the mean speed value for spiders?,What is the average speed of spiders?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT ?creatures WHERE { ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#chaoticEvil>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpeedValue> ?speed } ORDER BY DESC(?speed) LIMIT 5,what are top 5 by speed chaotic evil creatures?,"is there any creature with chaotic evil alignment and a speed value, and what are the top 5 fastest ones?",LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT ?creatures WHERE { ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#SphinxL>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasSpeedValue> ?speed } GROUP BY ?speed HAVING(?speed > 20),what are creatures speaking sphinx language with speed value more than 20?,is there any creature that speaks Sphinx language and has a speed value greater than 20?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT DISTINCT ?HP WHERE { ?creatures <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLevel> ?level; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasHPValue> ?HP } GROUP BY ?level HAVING (?level = MIN(?level)),what values of health points are related to creatures with the lowest level?,What is the lowest level for creatures with the lowest hit points?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT (MAX(?HP) as ?max_HP)  WHERE {  ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#chaoticGood>;  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasHPValue> ?HP },what is the maximum value of health point for creatures with chaotic good alignment?,Is the maximum hit point value for chaotic good creatures the highest among all alignments?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT DISTINCT ?XP WHERE {  ?creatures <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>;  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLevel> ?level;  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasXPValue> ?XP  }  GROUP BY ?level  HAVING (?level = MAX(?level)),what values of experience points are related to creatures with the highest level?,What is the maximum level of any creature in the dataset?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT (AVG(?CR) as ?avg_CR)  WHERE {   ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#CelestialL>;   <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasCRValue> ?CR},what is the average challenge rating for creatures speaking celestial language?,What is the average CR value of creatures that speak Celestial languages?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT ?elementals  WHERE {  ?elementals <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasCRValue> ?CR  FILTER regex(str(?elementals), 'elemental', 'i') }  GROUP BY ?CR HAVING (?CR> 10)",which elemental creatures do have a challenge rating more than 10?,are there any elementals with a CR value greater than 10?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT ?creatures   WHERE {   ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasLanguages> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#TerranL>;  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasInitValue> ?Init}   GROUP BY ?Init  HAVING (?Init > 2 && ?Init < 5),what creatures speaking terran language do have an initiative value more than 2 and less than 5?,is there any creature that has the Terran language and its initiative value is between 2 and 5?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
SELECT (MIN(?Init) as ?min_Init)  WHERE {   ?creatures <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasAlignment> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#trueNeutral>;  <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasInitValue> ?Init   FILTER (?Init >= 0) },what is the minimum non-negative initiative value for creatures with true neutral alignment?,is there a minimum initial value for creatures with true neutral alignment that is not less than 0?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT ?golems WHERE {  ?golems <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Beast>; <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#hasXPValue> ?XP  FILTER regex(str(?golems), 'golem', 'i') }  ORDER BY DESC(?XP) LIMIT 3",what are top 3 golem types by experience points?,What are the top 3 golems with the highest experience points?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if ((?n_greater/?n_base_attr) > 0.5, 'True', 'False') as ?res) WHERE {  {SELECT (COUNT(?comp) as ?n_greater)   WHERE { ?base_attr rdfs:subPropertyOf <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#base>. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Abaia> ?base_attr ?ab_attr. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Vampire> ?base_attr ?vamp_attr. BIND(if ((?ab_attr > ?vamp_attr), 1, 0) as ?comp) FILTER (?comp = 1)}} {SELECT (COUNT(?base_attr) as ?n_base_attr)  WHERE{?base_attr <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#base>.}} }",is Abaia superior to vampires in terms of base attributes?,do vampires have a greater base attribute than abasians?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if ((AVG(?dham_attr) > AVG(?gorg_attr)), 'True', 'False') as ?res) WHERE { ?base_attr <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#base>. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Dhampir> ?base_attr ?dham_attr. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Gorgon> ?base_attr ?gorg_attr. }",is Dhampir superior to Gorgon in terms of mean base attributes?,are dhampirs characterized by the greater average attribute value than gorgons?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if ((?n_greater/?n_def_attr) > 0.5, 'True', 'False') as ?res) WHERE {  {SELECT (COUNT(?comp) as ?n_greater)   WHERE { ?def_attr <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#defValues>. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Boggard> ?def_attr ?bog_attr. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Selkie> ?def_attr ?selk_attr. BIND(if (?bog_attr > ?selk_attr, 1, 0) as ?comp) FILTER (?comp = 1)}} {SELECT (COUNT(?def_attr) as ?n_def_attr)  WHERE{?def_attr <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#defValues>.}} }",is Boggard superior to Selkie in terms of deffencive attributes?,do the Boggards and Selkies have a greater proportion of defensive attributes compared to other creatures?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if ((AVG(?cent_attr) > AVG(?med_attr)), 'True', 'False') as ?res) WHERE { ?def_attr <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#defValues>. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Centaur> ?def_attr ?cent_attr. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Medusa> ?def_attr ?med_attr.}",is Centaur superior to Medusa in terms of mean defensive attributes?,do centaurs have a higher average defensive attribute than medusas?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if ((SUM(?bicl_stats) > SUM(?mast_stats)), 'True', 'False') as ?res) WHERE { ?stats <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#statistics>. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Biclops> ?stats ?bicl_stats. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Mastodon> ?stats ?mast_stats. }",is Biclops superior to Mastodon in terms of statistics sum?,are biclops characterized by the greater total statistics than mastodons?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
"SELECT (if ((AVG(?satyr_stats) > AVG(?cacd_stats)), 'True', 'False') as ?res) WHERE { ?stats <http://www.w3.org/2000/01/rdf-schema#subPropertyOf> <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#statistics>. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Satyr> ?stats ?satyr_stats. <http://www.semanticweb.org/annab/ontologies/2022/3/ontology#Cacodaemon> ?stats ?cacd_stats. }",is Satyr superior to Cacodaemon in terms of mean statistics?,are satyrs characterized by the greater average value of statistics than cacodaemons?,LLAMA3_BASIC5,meta-llama/Meta-Llama-3-8B-Instruct,False
